"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_pol_int","rsp_pol_party","rsp_pol_scale","rsp_pol_side","rsp_trust","rsp_att_punish","rsp_att_redist","rsp_att_selfeffort","rsp_att_gayrights","rsp_att_eu","rsp_att_imm","rsp_para_interface","rsp_para_device","exp_post","src_n","src_adds","src_comments","src_established","src_ethics","src_party","src_readers","src_soft","src_status","src_post"
1001212,5,"60 yrs and above","Male","Higher",4,"h",11,"Right",10,6,5,6,1,7,5,"touch","Did not use smart phone",2,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Social Democratic Party","Many readers","No entertainment news","Online newpaper",1
1009058,7,"60 yrs and above","Male","Higher",5,"sv",3,"Left",7,5,6,3,6,3,5,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Red Party","Many readers","No entertainment news","Offline and online newspaper",1
1010941,5,"60 yrs and above","Male","Lower or intermediate",3,"ap",4,"Left",7,7,5,4,6,3,3,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","No violations","No party","Few readers","Primarily entertainment news","Blog/website",1
1010943,6,"60 yrs and above","Male","Lower or intermediate",4,"h",8,"Right",6,6,4,6,5,3,3,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Few violations","Green Party","Few readers","Primarily entertainment news","Offline and online newspaper",0
1010271,3,"30-59 yrs","Male","Higher",4,"krf",9,"Right",7,5,6,5,5,4,4,"touch","Did not use smart phone",1,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Many violations","Progress Party","Many readers","No entertainment news","Online newpaper",0
1010951,4,"30-59 yrs","Male","Lower or intermediate",2,"ap",4,"Left",8,7,7,6,1,2,2,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Social Democratic Party","Many readers","No entertainment news","Offline and online newspaper",1
1003246,2,"18-29 yrs","Female","Lower or intermediate",4,"sp",1,"Left",7,7,7,5,1,6,6,"touch","Did not use smart phone",1,2,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Many violations","Progress Party","Few readers","Some entertainment news","Online newpaper",0
1010952,2,"18-29 yrs","Female","Higher",3,"v",7,"Right",4,6,7,7,7,4,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","No violations","Agrarian Party","Few readers","Some entertainment news","Offline and online newspaper",1
1000301,5,"60 yrs and above","Male","Higher",3,"h",8,"Right",8,4,4,5,5,6,2,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","Many violations","Agrarian Party","Few readers","No entertainment news","Blog/website",0
1010958,3,"30-59 yrs","Male","Lower or intermediate",4,"frp",10,"Right",5,6,5,4,6,7,6,"pc or generic",NA,2,2,"Have no advertisements","Have no comment field","About 50 years ago","Many violations","Christian Democratic Party","Many readers","No entertainment news","Blog/website",1
1010959,4,"30-59 yrs","Male","Lower or intermediate",3,"frp",6,"Centre",5,7,3,5,4,7,7,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Progress Party","Few readers","Some entertainment news","Blog/website",0
1010969,4,"30-59 yrs","Female","Higher",4,"ap",7,"Right",4,7,7,3,7,2,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Many violations","Christian Democratic Party","Few readers","Some entertainment news","Offline and online newspaper",0
1010970,1,"18-29 yrs","Male","Higher",2,"h",8,"Right",1,2,1,5,7,4,7,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","No violations","Agrarian Party","Many readers","Some entertainment news","Offline and online newspaper",0
1010973,7,"60 yrs and above","Female","Lower or intermediate",4,"ap",4,"Left",5,5,6,3,7,2,1,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","No violations","Agrarian Party","Many readers","No entertainment news","Online newpaper",0
1010977,6,"60 yrs and above","Male","Lower or intermediate",4,"h",9,"Right",7,7,2,4,6,7,6,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","Many violations","Social Democratic Party","Many readers","Primarily entertainment news","Blog/website",1
1010979,7,"60 yrs and above","Female","Lower or intermediate",3,NA,6,"Centre",5,6,5,6,7,5,6,"pc or generic",NA,1,2,"Have no advertisements","Have no comment field","About 100 years ago","Few violations","Green Party","Few readers","No entertainment news","Blog/website",0
1002331,6,"60 yrs and above","Male","Lower or intermediate",3,"h",8,"Right",5,6,4,5,6,5,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Christian Democratic Party","Few readers","Primarily entertainment news","Online newpaper",0
1010987,6,"60 yrs and above","Male","Lower or intermediate",2,"sp",6,"Centre",5,7,5,6,2,6,6,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Socialist Left Party","Many readers","Primarily entertainment news","Blog/website",0
1002019,6,"60 yrs and above","Female","Higher",5,"frp",9,"Right",2,7,5,7,7,7,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Few violations","Agrarian Party","Few readers","Some entertainment news","Blog/website",1
1010997,5,"30-59 yrs","Male","Higher",2,NA,6,"Centre",9,7,5,1,3,4,6,"pc or generic","Did not use smart phone",2,2,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","No violations","Liberal Party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1008959,7,"60 yrs and above","Male","Higher",4,"h",9,"Right",7,6,4,5,3,5,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","No violations","No party","Few readers","Primarily entertainment news","Offline and online newspaper",0
1001323,3,"30-59 yrs","Male","Higher",4,"krf",7,"Right",8,5,5,5,4,5,3,"touch","Did not use smart phone",1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","Many violations","Progress Party","Many readers","Primarily entertainment news","Online newpaper",0
1010999,5,"60 yrs and above","Male","Higher",5,"red",6,"Centre",7,7,7,4,3,3,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","Christian Democratic Party","Many readers","No entertainment news","Offline and online newspaper",1
1001498,5,"60 yrs and above","Female","Lower or intermediate",4,"h",8,"Right",8,6,3,5,7,4,5,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Few violations","Agrarian Party","Many readers","Some entertainment news","Offline and online newspaper",1
1000699,5,"30-59 yrs","Male","Lower or intermediate",3,"ap",7,"Right",6,6,NA,5,7,4,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Many violations","Christian Democratic Party","Few readers","No entertainment news","Online newpaper",0
1002973,2,"30-59 yrs","Male","Higher",4,"v",7,"Right",7,3,5,7,7,3,2,"touch","Did not use smart phone",2,2,"Have no advertisements","Have no comment field","About 5 years ago","Few violations","Progress Party","Few readers","Primarily entertainment news","Blog/website",1
1002757,6,"60 yrs and above","Male","Lower or intermediate",4,"sp",3,"Left",5,7,7,5,5,7,5,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Christian Democratic Party","Many readers","Some entertainment news","Online newpaper",1
1011007,6,"60 yrs and above","Male","Lower or intermediate",4,"ap",4,"Left",8,5,6,4,5,3,2,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 5 years ago","Few violations","Conservative Party","Many readers","No entertainment news","Offline and online newspaper",1
1003139,6,"60 yrs and above","Male","Higher",4,"sp",4,"Left",8,3,6,3,6,5,5,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Christian Democratic Party","Few readers","Primarily entertainment news","Offline and online newspaper",0
1001944,6,"60 yrs and above","Male","Higher",4,"krf",8,"Right",5,6,6,5,1,7,5,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","Many violations","No party","Many readers","No entertainment news","Offline and online newspaper",1
1011008,7,"60 yrs and above","Male","Higher",5,"ap",5,"Left",8,3,7,6,6,7,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Christian Democratic Party","Few readers","Some entertainment news","Online newpaper",0
1011014,6,"60 yrs and above","Female","Lower or intermediate",3,"h",6,"Centre",10,7,6,3,6,5,6,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Many violations","Red Party","Few readers","Primarily entertainment news","Blog/website",0
1011015,1,"18-29 yrs","Male","Lower or intermediate",2,NA,6,"Centre",6,6,5,7,7,5,5,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","No violations","Green Party","Many readers","No entertainment news","Blog/website",0
1011018,1,"18-29 yrs","Male","Lower or intermediate",3,"mdg",4,"Left",7,5,6,5,5,6,6,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","No violations","Liberal Party","Many readers","Primarily entertainment news","Online newpaper",1
1011028,5,"60 yrs and above","Male","Lower or intermediate",4,"frp",10,"Right",3,7,4,6,3,7,6,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","No violations","Agrarian Party","Many readers","No entertainment news","Blog/website",0
1011029,1,"18-29 yrs","Male","Lower or intermediate",4,"frp",9,"Right",7,6,5,3,7,5,5,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (with journalists participating)","About 5 years ago","No violations","Socialist Left Party","Few readers","Some entertainment news","Offline and online newspaper",0
1011031,6,"60 yrs and above","Male","Lower or intermediate",3,"h",8,"Right",7,7,6,6,2,4,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Christian Democratic Party","Many readers","No entertainment news","Offline and online newspaper",1
1009757,4,"30-59 yrs","Female","Higher",2,"krf",8,"Right",6,4,2,3,7,3,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","Many violations","No party","Few readers","Some entertainment news","Blog/website",1
1009002,5,"60 yrs and above","Male",NA,4,"h",9,"Right",8,6,4,6,6,NA,4,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","No violations","Red Party","Few readers","No entertainment news","Blog/website",0
1009603,2,"30-59 yrs","Female","Lower or intermediate",5,"frp",7,"Right",6,6,6,6,7,7,4,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","No violations","Christian Democratic Party","Many readers","Primarily entertainment news","Blog/website",1
1011049,1,"18-29 yrs","Male","Lower or intermediate",4,NA,8,"Right",8,7,4,6,7,7,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Green Party","Few readers","Some entertainment news","Offline and online newspaper",0
1011054,1,"18-29 yrs","Female","Lower or intermediate",4,"red",1,"Left",5,5,5,5,7,4,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 5 years ago","Few violations","Socialist Left Party","Many readers","Primarily entertainment news","Offline and online newspaper",1
1011059,5,"30-59 yrs","Female","Higher",4,"sv",4,"Left",9,4,6,6,7,3,2,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","Many violations","Conservative Party","Few readers","Some entertainment news","Online newpaper",1
1011064,3,"30-59 yrs","Female","Higher",3,"h",9,"Right",4,7,6,5,1,5,6,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Many violations","Agrarian Party","Many readers","Some entertainment news","Blog/website",0
1011072,6,"60 yrs and above","Male","Higher",4,"frp",9,"Right",7,6,5,6,7,2,3,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Few violations","No party","Many readers","No entertainment news","Blog/website",1
1011076,1,"18-29 yrs","Male","Lower or intermediate",4,"h",8,"Right",7,6,3,6,6,5,6,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 5 years ago","Many violations","Social Democratic Party","Many readers","Some entertainment news","Blog/website",1
1011080,6,"60 yrs and above","Male","Lower or intermediate",2,"frp",7,"Right",8,6,5,6,5,3,6,"touch","Did not use smart phone",1,2,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","Liberal Party","Few readers","Primarily entertainment news","Online newpaper",0
1011081,6,"60 yrs and above","Male","Higher",4,"ap",7,"Right",8,3,6,4,4,4,2,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","No violations","Liberal Party","Many readers","Primarily entertainment news","Blog/website",1
1011084,5,"30-59 yrs","Male","Higher",4,"h",6,"Centre",7,5,5,5,6,4,3,"touch","Did not use smart phone",2,2,"Have advertisements (with native adv)","Have no comment field","About 5 years ago","Many violations","Conservative Party","Few readers","Primarily entertainment news","Blog/website",1
1011093,1,"18-29 yrs","Male","Lower or intermediate",3,NA,6,"Centre",5,5,6,5,7,6,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 5 years ago","Many violations","Progress Party","Many readers","Some entertainment news","Online newpaper",1
1011094,2,"18-29 yrs","Male","Lower or intermediate",3,"h",9,"Right",5,5,4,6,7,7,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Few violations","Socialist Left Party","Many readers","Some entertainment news","Online newpaper",1
1011096,6,"60 yrs and above","Female","Higher",4,"v",5,"Left",7,3,6,3,6,5,1,"touch","Did not use smart phone",1,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Social Democratic Party","Many readers","No entertainment news","Offline and online newspaper",0
1011097,4,"30-59 yrs","Female","Higher",3,"ap",4,"Left",8,4,5,3,7,4,3,"touch","Did not use smart phone",2,2,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","Liberal Party","Few readers","No entertainment news","Online newpaper",1
1011107,7,"60 yrs and above","Male","Higher",4,"h",8,"Right",8,5,5,6,5,4,5,"pc or generic",NA,1,2,"Have no advertisements","Have no comment field","About 5 years ago","Many violations","Socialist Left Party","Few readers","Primarily entertainment news","Blog/website",0
1011111,5,"60 yrs and above","Male","Lower or intermediate",4,NA,8,"Right",8,7,1,5,7,7,7,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 5 years ago","No violations","Progress Party","Few readers","Primarily entertainment news","Blog/website",1
1011113,3,"30-59 yrs","Female","Higher",3,"ap",6,"Centre",5,6,6,5,7,6,6,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","No violations","Agrarian Party","Few readers","Primarily entertainment news","Online newpaper",1
1011117,7,"60 yrs and above","Male","Higher",4,"h",8,"Right",7,4,6,6,3,2,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","Socialist Left Party","Few readers","Some entertainment news","Blog/website",0
1005344,3,"30-59 yrs","Female","Lower or intermediate",2,"ap",6,"Centre",5,7,5,5,7,4,5,"touch","Did not use smart phone",2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Social Democratic Party","Many readers","Some entertainment news","Offline and online newspaper",1
1011125,2,"18-29 yrs","Male","Lower or intermediate",4,"frp",9,"Right",4,7,6,6,5,6,5,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","Conservative Party","Many readers","Some entertainment news","Offline and online newspaper",0
1011126,4,"30-59 yrs","Female","Higher",4,"ap",5,"Left",8,4,7,7,7,7,2,"pc or generic",NA,1,2,"Have no advertisements","Have no comment field","About 50 years ago","No violations","Socialist Left Party","Few readers","Some entertainment news","Blog/website",0
1001232,6,"60 yrs and above","Male","Higher",5,"ap",5,"Left",9,5,5,2,6,6,3,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","No violations","Progress Party","Many readers","Some entertainment news","Offline and online newspaper",1
1011147,6,"60 yrs and above","Male","Higher",4,"sp",7,"Right",7,7,6,6,6,5,3,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Many violations","Liberal Party","Few readers","Some entertainment news","Offline and online newspaper",1
1011148,5,"30-59 yrs","Male","Lower or intermediate",4,NA,6,"Centre",9,7,4,7,6,7,7,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Agrarian Party","Few readers","No entertainment news","Blog/website",1
1011149,2,"18-29 yrs","Female","Higher",5,"ap",4,"Left",2,7,6,2,7,5,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","No party","Few readers","Primarily entertainment news","Online newpaper",1
1006143,7,"60 yrs and above","Female","Higher",5,"ap",3,"Left",9,5,6,3,6,5,5,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Few violations","Conservative Party","Few readers","Some entertainment news","Online newpaper",0
1011164,6,"60 yrs and above","Male","Higher",4,"h",8,"Right",8,5,5,5,4,4,3,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Few violations","Green Party","Few readers","Some entertainment news","Online newpaper",0
1011168,2,"18-29 yrs","Male",NA,4,"ap",3,"Left",4,5,7,2,6,5,3,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Few violations","No party","Few readers","Some entertainment news","Online newpaper",0
1011181,5,"60 yrs and above","Male","Higher",3,"sp",6,"Centre",8,6,4,6,4,6,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Many violations","Christian Democratic Party","Many readers","No entertainment news","Offline and online newspaper",0
1011183,5,"60 yrs and above","Female","Lower or intermediate",4,"sv",2,"Left",8,6,7,3,7,7,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Many violations","Red Party","Few readers","Some entertainment news","Offline and online newspaper",1
1011186,4,"30-59 yrs","Female","Higher",4,"red",3,"Left",8,5,6,2,7,7,1,"touch","Did not use smart phone",1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Socialist Left Party","Few readers","Primarily entertainment news","Blog/website",0
1006566,3,"30-59 yrs","Female","Higher",2,NA,6,"Centre",7,6,6,4,6,4,5,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Few violations","Conservative Party","Few readers","Some entertainment news","Online newpaper",1
1001556,2,"18-29 yrs","Male","Lower or intermediate",4,"frp",9,"Right",4,6,5,5,3,7,5,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","Few violations","Agrarian Party","Few readers","No entertainment news","Online newpaper",1
1011198,2,"30-59 yrs","Female","Higher",4,"v",7,"Right",8,5,6,5,7,6,2,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Socialist Left Party","Few readers","No entertainment news","Offline and online newspaper",1
1008926,4,"30-59 yrs","Female","Lower or intermediate",4,"h",5,"Left",5,2,6,5,6,6,3,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","Few violations","Progress Party","Many readers","Primarily entertainment news","Blog/website",0
1011200,2,"30-59 yrs","Male","Lower or intermediate",3,NA,7,"Right",9,6,5,5,7,5,1,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Social Democratic Party","Few readers","Some entertainment news","Online newpaper",1
1011205,6,"60 yrs and above","Female","Lower or intermediate",5,"krf",9,"Right",6,7,5,6,2,7,6,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 5 years ago","No violations","Green Party","Few readers","Some entertainment news","Blog/website",1
1011208,2,"18-29 yrs","Female","Higher",2,"frp",10,"Right",3,7,4,5,6,4,5,"touch","Did not use smart phone",2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Red Party","Many readers","Some entertainment news","Offline and online newspaper",1
1011212,1,"18-29 yrs","Female","Lower or intermediate",3,"ap",1,"Left",3,2,5,7,7,4,1,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 5 years ago","No violations","Red Party","Many readers","No entertainment news","Blog/website",1
1011213,2,"30-59 yrs","Male","Higher",5,"mdg",5,"Left",7,4,6,3,7,3,2,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Socialist Left Party","Few readers","Primarily entertainment news","Online newpaper",1
1011224,4,"30-59 yrs","Male","Higher",3,"krf",6,"Centre",5,6,5,7,6,6,6,"pc or generic",NA,2,2,"Have no advertisements","Have no comment field","About 5 years ago","Few violations","Conservative Party","Few readers","No entertainment news","Blog/website",1
1005047,4,"30-59 yrs","Female","Lower or intermediate",3,"ap",2,"Left",3,5,6,3,7,4,1,"pc or generic",NA,1,2,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","Few violations","Agrarian Party","Few readers","Primarily entertainment news","Blog/website",0
1003532,5,"60 yrs and above","Male","Higher",4,"v",7,"Right",9,5,6,6,5,5,2,"pc or generic","Did not use smart phone",2,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Progress Party","Few readers","No entertainment news","Offline and online newspaper",1
1011236,3,"30-59 yrs","Male","Lower or intermediate",1,NA,11,"Right",10,7,7,5,1,4,4,"touch","Did not use smart phone",1,2,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Many violations","Social Democratic Party","Many readers","No entertainment news","Blog/website",0
1007837,6,"60 yrs and above","Male","Lower or intermediate",3,"sp",6,"Centre",3,6,4,5,6,7,5,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","Christian Democratic Party","Many readers","Some entertainment news","Offline and online newspaper",0
1011242,1,"18-29 yrs","Female","Lower or intermediate",5,"sv",4,"Left",3,6,6,5,7,6,3,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","Few violations","Christian Democratic Party","Few readers","No entertainment news","Offline and online newspaper",0
1000706,2,"18-29 yrs","Male","Lower or intermediate",3,"frp",8,"Right",3,5,4,6,4,7,7,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","No violations","Progress Party","Few readers","Some entertainment news","Blog/website",1
1004957,5,"60 yrs and above","Female","Higher",3,"h",8,"Right",7,5,5,5,6,4,6,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","No violations","Red Party","Few readers","Some entertainment news","Online newpaper",0
1011247,5,"60 yrs and above","Male","Lower or intermediate",5,"ap",5,"Left",5,6,6,3,6,4,2,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Liberal Party","Many readers","Some entertainment news","Offline and online newspaper",1
1011249,3,"30-59 yrs","Male","Higher",4,"frp",9,"Right",8,6,3,3,6,6,6,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","Few violations","Conservative Party","Few readers","Some entertainment news","Blog/website",1
1011250,6,"60 yrs and above","Female","Higher",5,"ap",5,"Left",8,5,7,5,7,3,2,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Many violations","Conservative Party","Few readers","Some entertainment news","Offline and online newspaper",0
1011252,2,"30-59 yrs","Female","Higher",3,"ap",5,"Left",6,7,5,6,6,4,2,"pc or generic",NA,2,2,"Have no advertisements","Have no comment field","About 100 years ago","No violations","No party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1011257,4,"30-59 yrs","Female",NA,3,"h",8,"Right",7,5,3,5,6,5,5,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","Many violations","Social Democratic Party","Many readers","No entertainment news","Online newpaper",1
1011259,4,"30-59 yrs","Female","Higher",5,"ap",3,"Left",4,7,7,5,7,6,1,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Many violations","Progress Party","Many readers","Some entertainment news","Offline and online newspaper",0
1001429,3,"30-59 yrs","Female","Higher",3,"red",3,"Left",9,2,7,4,7,3,1,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Few violations","Green Party","Many readers","No entertainment news","Offline and online newspaper",0
1011263,3,"30-59 yrs","Female","Higher",5,"sv",2,"Left",10,6,7,1,7,6,1,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Many violations","Red Party","Many readers","Some entertainment news","Online newpaper",0
1001415,3,"30-59 yrs","Female","Higher",5,"ap",5,"Left",9,5,5,2,7,4,1,"touch","Did not use smart phone",2,2,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Many violations","Agrarian Party","Few readers","Primarily entertainment news","Online newpaper",1
1008463,5,"30-59 yrs","Female","Lower or intermediate",3,"ap",4,"Left",10,7,6,5,7,5,4,"touch","Did not use smart phone",1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Few violations","Liberal Party","Many readers","No entertainment news","Offline and online newspaper",0
1009285,6,"60 yrs and above","Male","Higher",4,"ap",9,"Right",8,6,4,6,6,6,4,"pc or generic",NA,2,2,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Few violations","No party","Few readers","Primarily entertainment news","Online newpaper",1
1011276,5,"60 yrs and above","Female","Lower or intermediate",5,"sp",7,"Right",7,7,5,3,5,6,5,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Green Party","Many readers","No entertainment news","Online newpaper",0
1011278,5,"30-59 yrs","Male","Higher",4,"ap",5,"Left",9,4,5,5,6,5,3,"pc or generic",NA,1,2,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Christian Democratic Party","Few readers","Primarily entertainment news","Blog/website",0
1011280,2,"18-29 yrs","Female","Higher",1,NA,4,"Left",8,5,5,5,7,3,3,"pc or generic",NA,1,2,"Have no advertisements","Have no comment field","About 5 years ago","Few violations","Conservative Party","Many readers","Some entertainment news","Blog/website",0
1002960,6,"60 yrs and above","Female","Higher",3,"sp",4,"Left",6,5,6,5,7,7,4,"pc or generic",NA,1,2,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Progress Party","Few readers","No entertainment news","Blog/website",0
1011287,2,"18-29 yrs","Male","Higher",3,"v",4,"Left",3,6,6,5,7,NA,5,"pc or generic",NA,2,2,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Conservative Party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1011290,5,"60 yrs and above","Female","Higher",3,"h",8,"Right",9,5,4,6,6,3,5,"pc or generic",NA,2,2,"Have no advertisements","Have comment field (with journalists participating)","About 5 years ago","No violations","No party","Many readers","Some entertainment news","Blog/website",1
